BASE_DTTM|REG_DTTM|SUDN_ST_ID|SUDN_LAST_VER|SUDN_SERV_ST_DTTM|SUDN_ST_DTTM|SUDN_ED_DTTM|SUDN_ST_CD|SUDN_ST_TYPE_CD|SUDN_ST_CONT|SUDN_ST_ROAD_KIND|SUDN_LANE_NO|VEHICLE_KIND|OCCUR_LINK_ID|OCCUR_X_POS|OCCUR_Y_POS|SUDN_ST_ROAD|SUDN_ST_SECTION|SUB_LINK_CNT|MID|KS_SUB_LINK_ID
202502111440|20250211144100|2025012900957|2|202501291434|202501291434|202502281504|E|02|보령 보령읍성길 양방향 장산리828-6↔보령리 70-3 폭설 및 도로결빙 전면통제|1|A0|000000|2870165100|126.603806|36.409861|보령읍성길|장산리828-6↔보령리 70-3|1|262|2870165000
202502111440|20250211144100|TBS-03778448|2|202410081352|202410081352|202504302359|B|99|<TBS제공>[영등포고가차도 철거] '영등포로터리 구조개선공사'와 관련하여 경인로 서울교에서 영등포역 구간에 위치한 영등포고가차도 철거작업이 오는 10월 25일(금) 밤 11시부터 진행되어 고가차도 양방면 진입이 전면통제됩니다. 공사기간 중 신길역에서 영등포로터리를 경유하는 영등포역 직진 방향과 신길지하차도 좌회전 방향은 통행이 불가하고, 경인로, 영등포로, 신길로 등 교통 혼잡이 예상되니 미리 다른도로로 우회하시기 바랍니다. ＊공사기간(고가철거시행) : 2024년 10월 25일(금)~2025년 4월 말까지(예정)|1|00|000000|1180073400|126.913417|37.518972|경인로|경인로|1|33|1180073500
202502111440|20250211144100|M250211000169|64|202502110923|202502110923|202502111453|B|99|<국토부제공>(4차로)노면포장작업중|2|02|000000|2370602600|127.544278|37.239583|영동선|영동선|0|263|null
202502111440|20250211144100|2025020301849|3|202502032012|202502032012|202502282359|E|02|진도 운림산방로 양방향 두목재↔향동리 폭설 및 도로결빙 전면통제|1|A0|000000|3440075300|126.325833|34.462583|운림산방로|두목재↔향동리|1|0|3440075400
202502111440|20250211144100|M250211000218|57|202502110958|202502110958|202502111453|B|99|<국토부제공>(갓길)사고복구작업중|2|02|000000|2140027401|126.875889|37.028278|서해안선|서해안선|0|307|null
202502111440|20250211144100|2024110401978|3|202411282100|202411290000|202503282359|E|02|배후령길 양방향 신북읍 유포리↔배후령 정상 겨울철 재해예방으로 전면통제 11/291~25/03/28(24시간)|1|A0|000000|2500047005|127.780250|37.956778|배후령길|신북읍 유포리↔배후령 정상|1|48|2500047105
202502111440|20250211144100|M250211000161|59|202502110918|202502110918|202502111453|B|99|<국토부제공>(2차로)교량유지보수작업중|2|02|000000|2900004232|127.144194|36.130361|호남지선|호남지선|0|465|null
202502111440|20250211144100|2022011000502|86|202502110800|202502111100|202502111900|E|02|의왕 부곡도깨비시장(부곡시장길12~32) 차없는거리 전면통제 01/10~25/12/31 11시~19시(매일)|1|A0|000000|2260058000|126.950861|37.319528|부곡시장길|부곡도깨비시장(부곡시장길12~32)|1|26|2260057900
202502111440|20250211144100|2024112701357|5|202411271316|202411271316|202502282359|E|02|미시령옛길 양방향 미시령옛길 일원 동절기 사고예방을 위한 전면통제|1|A0|000000|2660000702|128.485583|38.209917|미시령옛길|미시령옛길 일원|5|40|2660000801,2650024100,2650024300,2650024400,2650024200
202502111440|20250211144100|L93151228872|132|202502081601|202502081601|202502111601|A|00|<경찰청제공>[사고] 10용사로 도로파손/포트홀 정보 주의운전|1|00|000000|2333093800|127.045806|37.199083|10용사로|10용사로|0|223|null
202502111440|20250211144100|M250211000355|20|202502111302|202502111302|202502111453|B|99|<국토부제공>(갓길)조경작업중|2|02|000000|1960019402|129.193583|35.566389|울산선|울산선|0|164|null
202502111440|20250211144100|M250211000378|255|202502111318|202502111318|202502111342|A|05|<국토부제공>(갓길)화물차고장처리중|2|02|000000|3850928700|128.911556|35.300083|부산외곽선|부산외곽선|0|257|null
202502111440|20250211144100|M250211000163|65|202502110920|202502110920|202502111453|B|99|<국토부제공>(갓길)가로등점검이동작업중|2|02|000000|2840294200|127.500889|36.770583|중부선|중부선|0|471|null
202502111440|20250211144100|M250211000359|255|202502111309|202502111309|202502111407|B|99|<국토부제공>(2차로)터널노면보수작업중|2|02|000000|2600034701|128.563667|37.652750|영동선|영동선|0|163|null
202502111440|20250211144100|M250211000367|18|202502111314|202502111314|202502111453|B|99|<국토부제공>(갓길)시설물점검작업중|2|02|000000|3140288200|127.643361|35.980361|통영대전선|통영대전선|0|388|null
202502111440|20250211144100|L93150713813|116|202502040900|202502040900|202502201700|B|00|<경찰청제공>[공사] 올림픽대로 토끼굴입구교차로 에서 토끼굴입구교차로 방향 1차로 도로공사 [공사] 2025년 자동차전용도로 터널 및 지하차도 CCTV유지관리/장소: 암사지하차도/통제:부분통제  서울청|1|00|000000|1240048400|127.124500|37.554750|올림픽대로|올림픽대로|1|330|2210060900
202502111440|20250211144100|M250211000119|255|202502111301|202502111301|202502111402|B|99|<국토부제공>(갓길)이동청소작업중|2|02|000000|2420062200|126.754278|37.524083|경인선|경인선|0|202|null
202502111440|20250211144100|L93151495954|56|202502110800|202502110800|202502111800|B|00|<경찰청제공>[공사] 비행로 안양마을회관 에서 용계리97635 방향 1차로 도로공사 주의운전|1|00|000000|3150008306|127.490917|35.619306|비행로|비행로|0|283|null
202502111440|20250211144100|M250211000341|255|202502111245|202502111245|202502111432|A|99|<국토부제공>(1,2차로)화물차관련사고처리중|2|02|000000|2334281900|126.886694|37.082667|서해안선|서해안선|0|244|null
202502111440|20250211144100|L93151498463|39|202502111022|202502111022|202502111800|B|00|<경찰청제공>[공사] 무학로 창리교차로 에서 고잠교차로 방향 1차로 유지보수 주의운전|1|00|000000|2890228100|126.388917|36.692111|무학로|무학로|0|422|null
202502111440|20250211144100|M250211000391|14|202502111336|202502111336|202502111453|B|99|<국토부제공>(2차로)잡목제거작업중|2|02|000000|2400219000|127.471472|37.470056|중부내륙선|중부내륙선|0|178|null
202502111440|20250211144100|2024122300957|2|202412230000|202412230000|202503152359|E|02|구)국도36호선 양방향 꼬치비재 폭설 대비 미끄럼사고 및 재해예방으로 전면통제 12/16~25/03/15(24시간)|1|A0|000000|3710017703|129.078611|36.946306|구)국도36호선|꼬치비재|1|281|3710017803
202502111440|20250211144100|2024110601255|2|202411302100|202412010000|202504072359|E|02|군도11호선 양방향 돌산령 겨울철 재해예방으로 전면통제 12/01~25/04/07 (24시간)|1|A0|000000|2640017525|128.092861|38.245083|군도11호선|돌산령|1|65|2640017636
202502111440|20250211144100|S000000381173|255|202502111337|202502111337|202502111352|B|04|<서울시설공단제공>올림픽대로 김포 방향 월드컵대교남단→가양대교남단 녹지작업 4차로차단|1|02|000000|1150002401|126.872694|37.556333|올림픽대로|월드컵대교남단→가양대교남단|1|417|1180005702
202502111440|20250211144100|L93106217263|3|202106300000|202106300000|202804302359|B|00|<경찰청제공>[공사] 영동대로 삼성역사거리 에서 코엑스 방향 6차로 도로공사 영동대로 지하공간 복합개발 건설공사, 장소: 코엑스사거리~삼상역 일원 부분통제 서울청|1|00|000000|1220003402|127.061583|37.512056|영동대로|영동대로|0|236|null
202502111440|20250211144100|L93151475843|106|202502101000|202502101000|202502211700|B|00|<경찰청제공>[공사] 올림픽대로 청담가족공원 에서 청담1교 방향 1차로 도로공사 [공사] 충격흡수시설 원인자 사고원상복구공사/장소: 올림픽대로 강일방향 영동대교 900m 좌측부/통제:부분통제  서울청|1|00|000000|1220345801|127.063167|37.519861|올림픽대로|올림픽대로|0|353|null
202502111440|20250211144100|L93150714222|185|202502040900|202502040900|202502281800|B|00|<경찰청제공>[공사] 양재대로 구리암사대교 에서 구리암사대교 방향 1차로 도로공사 [공사] 2025년 한강교량 일상유지 보수공사 (연간단가)-1공구/장소:구리암사대교 교량전체/통제:부분통제  서울청|1|00|000000|2210060900|127.132250|37.568667|양재대로|양재대로|0|395|null
202502111440|20250211144100|L93151378986|169|202502091600|202502091600|202502121600|A|00|<경찰청제공>[사고] 도봉로77길 도로파손/포트홀 정보 주의운전|1|00|000000|1080027800|127.022861|37.633417|도봉로77길|도봉로77길|0|380|null
202502111440|20250211144100|2024122100167|12|202412210755|202412210755|202503312359|E|02|구례 노고단로 양방향 천은사↔달궁삼거리 동절기 상습결빙 지역으로 전면통제|1|A0|000000|3310016302|127.514083|35.313833|노고단로|천은사↔달궁삼거리|3|110|3310016402,3310016301,3310016401
202502111440|20250211144100|L93151495278|60|202502110812|202502110812|202502111800|B|00|<경찰청제공>[공사] 필문대로 요거프레소조선대점 에서 조선대입구교차로 방향 양방향 1,2차로 도로공사 주의운전|1|00|000000|1750004201|126.925750|35.144194|필문대로|필문대로|0|217|null
202502111440|20250211144100|L93151498460|39|202502111021|202502111021|202502111451|B|00|<경찰청제공>[공사] 달구벌대로 KEB하나은행범어동지점 에서 범어역1번출구 방향 5차로 고가 시설 작업 주의운전|1|00|000000|1550008600|128.623056|35.859167|달구벌대로|달구벌대로|0|424|null
202502111440|20250211144100|L93151494435|65|202502110735|202502110735|202502111800|B|00|<경찰청제공>[공사] 상무대로419번길 신촌동68177 에서 우산동22217 방향 1,3차로 도로공사 주의운전|1|00|000000|1790507100|126.813778|35.146028|상무대로419번길|상무대로419번길|0|177|null
202502111440|20250211144100|M250211000406|255|202502111348|202502111348|202502111417|A|99|<국토부제공>(2차로)승용차사고처리중|2|02|000000|3190009600|126.754472|35.703083|서해안선|서해안선|0|435|null
202502111440|20250211144100|L93151378984|169|202502091600|202502091600|202502121600|A|00|<경찰청제공>[사고] 일반국도39호선 도로파손/포트홀 정보 주의운전|1|00|000000|2880039415|126.945361|36.868861|일반국도39호선|일반국도39호선|0|319|null
202502111440|20250211144100|L93151340507|229|202502090930|202502090930|202502120930|A|00|<경찰청제공>[사고] 일반국도39호선 도로파손/포트홀 정보 주의운전|1|00|000000|1150057100|126.767750|37.552806|일반국도39호선|일반국도39호선|0|276|null
202502111440|20250211144100|M250211000366|255|202502111314|202502111314|202502111412|A|05|<국토부제공>(갓길)소형화물차고장처리중|2|02|000000|2980028300|126.727778|36.735056|당진대전선|당진대전선|0|361|null
202502111440|20250211144100|L93150718466|116|202502040900|202502040900|202502201700|B|00|<경찰청제공>[공사] 강변북로 양화대교북측 에서 양화대교북측 방향 양방향 1,2,3,4차로 유지보수 [공사] 2025년 자동차전용도로 터널 및 지하차도 CCTV 유지관리 /장소: 강변북로 망원초록길지하차도 /부분통제  서울청|1|00|000000|1130002003|126.904056|37.549806|강변북로|강변북로|2|400|1130002401,1130002302
202502111440|20250211144100|M250211000368|18|202502110908|202502110908|202502111453|B|99|<국토부제공>(차로교대)긴급포장메꿈이동작업중|2|02|000000|3410013900|126.559056|35.301167|서해안선|서해안선|0|135|null
202502111440|20250211144100|L93150976747|118|202502061000|202502061000|202502141700|B|00|<경찰청제공>[공사] 북부간선도로 중랑구노원구 에서 월릉교 방향 1차로 도로공사 [공사] 서울시 노원구 가드레일 긴급 보수공사/ 장소: 동부간선도로 상계방향 월릉교 0m (서울 중랑구 묵동 330-2)/ 부분통제  서울청|1|00|000000|1100038100|127.072167|37.616139|북부간선도로|북부간선도로|0|288|null
202502111440|20250211144100|L93151495598|58|202502110830|202502110830|202502140830|A|00|<경찰청제공>[사고] 하남대로 도로파손/포트홀 정보 주의운전|1|00|000000|1780436100|126.843222|35.176028|하남대로|하남대로|0|285|null
202502111440|20250211144100|L93151500810|16|202502111311|202502111311|202502111500|B|00|<경찰청제공>[공사] 방어진순환도로 솔밭삼거리 에서 한채사거리 방향 1차로 도로도색 주의운전|1|00|000000|1940039700|129.433028|35.530500|방어진순환도로|방어진순환도로|0|334|null
202502111440|20250211144100|M250211000399|255|202502111339|202502111339|202502111402|A|05|<국토부제공>(갓길)화물차고장처리중|2|02|000000|2160017300|126.848167|37.348083|영동선|영동선|0|372|null
202502111440|20250211144100|2025012700621|2|202501271143|202501271143|202502282359|E|02|상주 팔음로 양방향 청산면 명티리 산37-5번지↔화동면 평산리 336-1번지(큰곡재) 강설 및 도로결빙으로 전면통제|1|A0|000000|2760434200|127.887306|36.363306|팔음로|청산청산면 명티리 산37-5번지↔화동면 평산리 336-1�|3|13|2760434100,3580468300,3580468200
202502111440|20250211144100|M250211000185|62|202502110933|202502110933|202502111453|B|99|<국토부제공>(갓길)오물수거작업중|2|02|000000|1960251200|129.282472|35.615389|동해선(부산-포항)|동해선(부산-포항)|0|222|null
202502111440|20250211144100|M250211000381|255|202502111327|202502111327|202502111407|A|05|<국토부제공>(3차로)화물차고장처리중|2|02|000000|2580005401|128.102889|37.452667|영동선|영동선|0|341|null
202502111440|20250211144100|L92108626428|255|202502111318|202502111318|202502111348|A|00|<경찰청제공>[사고] 남해고속도로 동광양IC서측 에서 광양터널 방향 주의운전 사고 - 남해고속도로 순천 방향 동광양나들목 입구 지점 트레일러, 승용차 추돌사고가 났음.|1|00|000000|3280014111|127.650194|34.963444|남해고속도로|남해고속도로|0|248|null
202502111440|20250211144100|L93150718060|116|202502040900|202502040900|202502201700|B|00|<경찰청제공>[공사] 강변북로 잠두봉지하차도 에서 잠두봉지하차도 방향 1,2차로 유지보수 [공사] 2025년 자동차전용도로 터널 및 지하차도 CCTV 유지관리 /장소: 강변북로 잠두봉지하차도 /부분통제  서울청|1|00|000000|1130001023|126.914000|37.543583|강변북로|강변북로|0|427|null
